# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Tue Aug 22 10:56:12 2023
#
# User preference: *
#
# COLUMN hostname:       Host Name
# COLUMN discoverymethod: Discovery Method
# COLUMN disc_year:      Discovery Year
# COLUMN disc_facility:  Discovery Facility
#
hostname,discoverymethod,disc_year,disc_facility
HD 192263,Radial Velocity,1999,La Silla Observatory
HD 192263,Radial Velocity,1999,La Silla Observatory
HD 192263,Radial Velocity,1999,La Silla Observatory
HD 192310,Radial Velocity,2011,La Silla Observatory
HD 192310,Radial Velocity,2011,La Silla Observatory
HD 192310,Radial Velocity,2011,La Silla Observatory
HD 192310,Radial Velocity,2011,La Silla Observatory
HD 192699,Radial Velocity,2007,Lick Observatory
HD 192699,Radial Velocity,2007,Lick Observatory
HD 192699,Radial Velocity,2007,Lick Observatory
HD 192699,Radial Velocity,2007,Lick Observatory
HD 194490,Radial Velocity,2022,Multiple Observatories
HD 195019,Radial Velocity,1998,Lick Observatory
HD 195019,Radial Velocity,1998,Lick Observatory
HD 195019,Radial Velocity,1998,Lick Observatory
HD 195019,Radial Velocity,1998,Lick Observatory
HD 195019,Radial Velocity,1998,Lick Observatory
HD 195019,Radial Velocity,1998,Lick Observatory
HD 195019,Radial Velocity,1998,Lick Observatory
HD 196050,Radial Velocity,2002,Anglo-Australian Telescope
HD 196050,Radial Velocity,2002,Anglo-Australian Telescope
HD 196050,Radial Velocity,2002,Anglo-Australian Telescope
HD 196050,Radial Velocity,2002,Anglo-Australian Telescope
HD 196050,Radial Velocity,2002,Anglo-Australian Telescope
HD 196067,Radial Velocity,2012,La Silla Observatory
HD 196067,Radial Velocity,2012,La Silla Observatory
HD 19615,Radial Velocity,2022,Bohyunsan Optical Astronomical Observatory
HD 196885 A,Radial Velocity,2007,Haute-Provence Observatory
HD 196885 A,Radial Velocity,2007,Haute-Provence Observatory
HD 196885 A,Radial Velocity,2007,Haute-Provence Observatory
HD 197037,Radial Velocity,2012,McDonald Observatory
HD 199509,Radial Velocity,2022,Multiple Observatories
HD 19994,Radial Velocity,2003,La Silla Observatory
HD 19994,Radial Velocity,2003,La Silla Observatory
HD 20003,Radial Velocity,2019,La Silla Observatory
HD 20003,Radial Velocity,2019,La Silla Observatory
HD 200964,Radial Velocity,2010,Lick Observatory
HD 200964,Radial Velocity,2010,Lick Observatory
HD 200964,Radial Velocity,2010,Lick Observatory
HD 200964,Radial Velocity,2010,Lick Observatory
HD 200964,Radial Velocity,2010,Lick Observatory
HD 202206,Radial Velocity,2004,La Silla Observatory
HD 202206,Radial Velocity,2004,La Silla Observatory
HD 202206,Radial Velocity,2004,La Silla Observatory
HD 202696,Radial Velocity,2019,W. M. Keck Observatory
HD 202696,Radial Velocity,2019,W. M. Keck Observatory
HD 202772 A,Transit,2019,Transiting Exoplanet Survey Satellite (TESS)
HD 202772 A,Transit,2019,Transiting Exoplanet Survey Satellite (TESS)
HD 203030,Imaging,2006,Palomar Observatory
HD 203030,Imaging,2006,Palomar Observatory
HD 20329,Transit,2022,Transiting Exoplanet Survey Satellite (TESS)
HD 20329,Transit,2022,Transiting Exoplanet Survey Satellite (TESS)
HD 203387,Radial Velocity,2022,Multiple Observatories
HD 203387,Radial Velocity,2022,Multiple Observatories
HD 2039,Radial Velocity,2002,Anglo-Australian Telescope
HD 2039,Radial Velocity,2002,Anglo-Australian Telescope
HD 2039,Radial Velocity,2002,Anglo-Australian Telescope
HD 204313,Radial Velocity,2010,La Silla Observatory
HD 204313,Radial Velocity,2010,La Silla Observatory
HD 204313,Radial Velocity,2010,La Silla Observatory
HD 204313,Radial Velocity,2010,La Silla Observatory
HD 204313,Radial Velocity,2010,La Silla Observatory
HD 204313,Radial Velocity,2010,La Silla Observatory
HD 204313,Radial Velocity,2015,La Silla Observatory
HD 204313,Radial Velocity,2015,La Silla Observatory
HD 204313,Radial Velocity,2022,Multiple Observatories
HD 204313,Radial Velocity,2022,Multiple Observatories
HD 204941,Radial Velocity,2011,La Silla Observatory
HD 204941,Radial Velocity,2011,La Silla Observatory
HD 205158,Radial Velocity,2022,Multiple Observatories
HD 205739,Radial Velocity,2008,Las Campanas Observatory
HD 206255,Radial Velocity,2019,Las Campanas Observatory
HD 206610,Radial Velocity,2009,W. M. Keck Observatory
HD 206610,Radial Velocity,2009,W. M. Keck Observatory
HD 206610,Radial Velocity,2009,W. M. Keck Observatory
HD 206893,Imaging,2021,Gemini Observatory
HD 206893,Imaging,2021,Gemini Observatory
HD 206893,Imaging,2022,European Southern Observatory
HD 207496,Transit,2023,Transiting Exoplanet Survey Satellite (TESS)
HD 207496,Transit,2023,Transiting Exoplanet Survey Satellite (TESS)
HD 20781,Radial Velocity,2019,La Silla Observatory
HD 20781,Radial Velocity,2019,La Silla Observatory
HD 20781,Radial Velocity,2019,La Silla Observatory
HD 20781,Radial Velocity,2019,La Silla Observatory
HD 20782,Radial Velocity,2006,Anglo-Australian Telescope
HD 20782,Radial Velocity,2006,Anglo-Australian Telescope
HD 20782,Radial Velocity,2006,Anglo-Australian Telescope
HD 20782,Radial Velocity,2006,Anglo-Australian Telescope
HD 20782,Radial Velocity,2006,Anglo-Australian Telescope
HD 207832,Radial Velocity,2012,W. M. Keck Observatory
HD 207832,Radial Velocity,2012,W. M. Keck Observatory
HD 207832,Radial Velocity,2012,W. M. Keck Observatory
HD 207832,Radial Velocity,2012,W. M. Keck Observatory
HD 207897,Transit,2021,Transiting Exoplanet Survey Satellite (TESS)
HD 207897,Transit,2021,Transiting Exoplanet Survey Satellite (TESS)
HD 20794,Radial Velocity,2011,La Silla Observatory
HD 20794,Radial Velocity,2011,La Silla Observatory
HD 20794,Radial Velocity,2011,La Silla Observatory
HD 20794,Radial Velocity,2011,La Silla Observatory
HD 20794,Radial Velocity,2011,La Silla Observatory
HD 20794,Radial Velocity,2011,La Silla Observatory
HD 20794,Radial Velocity,2017,La Silla Observatory
HD 208487,Radial Velocity,2004,Anglo-Australian Telescope
HD 208487,Radial Velocity,2004,Anglo-Australian Telescope
HD 208487,Radial Velocity,2004,Anglo-Australian Telescope
HD 208527,Radial Velocity,2012,Bohyunsan Optical Astronomical Observatory
HD 20868,Radial Velocity,2008,La Silla Observatory
HD 20868,Radial Velocity,2008,La Silla Observatory
HD 208897,Radial Velocity,2017,Multiple Observatories
HD 209458,Radial Velocity,1999,W. M. Keck Observatory
HD 209458,Radial Velocity,1999,W. M. Keck Observatory
HD 209458,Radial Velocity,1999,W. M. Keck Observatory
HD 209458,Radial Velocity,1999,W. M. Keck Observatory
HD 209458,Radial Velocity,1999,W. M. Keck Observatory
HD 209458,Radial Velocity,1999,W. M. Keck Observatory
HD 209458,Radial Velocity,1999,W. M. Keck Observatory
HD 209458,Radial Velocity,1999,W. M. Keck Observatory
HD 209458,Radial Velocity,1999,W. M. Keck Observatory
HD 209458,Radial Velocity,1999,W. M. Keck Observatory
HD 209458,Radial Velocity,1999,W. M. Keck Observatory
HD 209458,Radial Velocity,1999,W. M. Keck Observatory
HD 209458,Radial Velocity,1999,W. M. Keck Observatory
HD 209458,Radial Velocity,1999,W. M. Keck Observatory
HD 209458,Radial Velocity,1999,W. M. Keck Observatory
HD 209458,Radial Velocity,1999,W. M. Keck Observatory
HD 209458,Radial Velocity,1999,W. M. Keck Observatory
HD 209458,Radial Velocity,1999,W. M. Keck Observatory
HD 209458,Radial Velocity,1999,W. M. Keck Observatory
HD 209458,Radial Velocity,1999,W. M. Keck Observatory
HD 210193,Radial Velocity,2019,Las Campanas Observatory
HD 210277,Radial Velocity,1998,W. M. Keck Observatory
HD 210277,Radial Velocity,1998,W. M. Keck Observatory
HD 210277,Radial Velocity,1998,W. M. Keck Observatory
HD 210277,Radial Velocity,1998,W. M. Keck Observatory
HD 210277,Radial Velocity,1998,W. M. Keck Observatory
HD 210702,Radial Velocity,2007,Lick Observatory
HD 210702,Radial Velocity,2007,Lick Observatory
HD 210702,Radial Velocity,2007,Lick Observatory
HD 211403,Radial Velocity,2021,Haute-Provence Observatory
HD 211810,Radial Velocity,2018,W. M. Keck Observatory
HD 211970,Radial Velocity,2019,Las Campanas Observatory
HD 212301,Radial Velocity,2005,La Silla Observatory
HD 212301,Radial Velocity,2005,La Silla Observatory
HD 212771,Radial Velocity,2009,W. M. Keck Observatory
HD 212771,Radial Velocity,2009,W. M. Keck Observatory
HD 212771,Radial Velocity,2009,W. M. Keck Observatory
HD 213240,Radial Velocity,2001,La Silla Observatory
HD 213240,Radial Velocity,2001,La Silla Observatory
HD 213240,Radial Velocity,2001,La Silla Observatory
HD 213472,Radial Velocity,2021,Multiple Observatories
HD 213519,Radial Velocity,2022,Multiple Observatories
HD 213885,Transit,2019,Transiting Exoplanet Survey Satellite (TESS)
HD 213885,Transit,2019,Transiting Exoplanet Survey Satellite (TESS)
HD 213885,Radial Velocity,2019,Multiple Observatories
HD 21411,Radial Velocity,2019,Las Campanas Observatory
HD 214823,Radial Velocity,2016,Haute-Provence Observatory
HD 214823,Radial Velocity,2016,Haute-Provence Observatory
HD 214823,Radial Velocity,2016,Haute-Provence Observatory
HD 214823,Radial Velocity,2016,Haute-Provence Observatory
HD 215152,Radial Velocity,2018,La Silla Observatory
HD 215152,Radial Velocity,2018,La Silla Observatory
HD 215152,Radial Velocity,2018,La Silla Observatory
HD 215152,Radial Velocity,2018,La Silla Observatory
HD 215497,Radial Velocity,2009,La Silla Observatory
HD 215497,Radial Velocity,2009,La Silla Observatory
HD 215497,Radial Velocity,2009,La Silla Observatory
HD 216435,Radial Velocity,2002,Anglo-Australian Telescope
HD 216435,Radial Velocity,2002,Anglo-Australian Telescope
HD 216437,Radial Velocity,2002,Anglo-Australian Telescope
HD 216437,Radial Velocity,2002,Anglo-Australian Telescope
HD 216437,Radial Velocity,2002,Anglo-Australian Telescope
HD 216437,Radial Velocity,2002,Anglo-Australian Telescope
HD 216520,Radial Velocity,2020,Multiple Observatories
HD 216520,Radial Velocity,2020,Multiple Observatories
HD 216520,Radial Velocity,2020,Multiple Observatories
HD 216536,Radial Velocity,2015,McDonald Observatory
HD 216536,Radial Velocity,2015,McDonald Observatory
HD 216770,Radial Velocity,2003,La Silla Observatory
HD 216770,Radial Velocity,2003,La Silla Observatory
HD 21693,Radial Velocity,2019,La Silla Observatory
HD 21693,Radial Velocity,2019,La Silla Observatory
HD 217107,Radial Velocity,1998,Lick Observatory
HD 217107,Radial Velocity,1998,Lick Observatory
HD 217107,Radial Velocity,1998,Lick Observatory
HD 217107,Radial Velocity,1998,Lick Observatory
HD 217107,Radial Velocity,1998,Lick Observatory
HD 217107,Radial Velocity,1998,Lick Observatory
HD 217107,Radial Velocity,2005,Lick Observatory
HD 217107,Radial Velocity,2005,Lick Observatory
HD 217107,Radial Velocity,2005,Lick Observatory
HD 217107,Radial Velocity,2005,Lick Observatory
HD 217107,Radial Velocity,2005,Lick Observatory
HD 217107,Radial Velocity,2005,Lick Observatory
GJ 143,Transit,2019,Transiting Exoplanet Survey Satellite (TESS)
GJ 143,Transit,2019,Transiting Exoplanet Survey Satellite (TESS)
HD 217786,Radial Velocity,2011,La Silla Observatory
HD 217786,Radial Velocity,2011,La Silla Observatory
HD 217786,Radial Velocity,2011,La Silla Observatory
HD 217786,Radial Velocity,2022,Multiple Observatories
HD 217958,Radial Velocity,2022,Multiple Observatories
HD 218566,Radial Velocity,2010,W. M. Keck Observatory
HD 218566,Radial Velocity,2010,W. M. Keck Observatory
HD 218566,Radial Velocity,2010,W. M. Keck Observatory
HD 219077,Radial Velocity,2012,La Silla Observatory
HD 219077,Radial Velocity,2012,La Silla Observatory
HD 219077,Radial Velocity,2012,La Silla Observatory
HD 219077,Radial Velocity,2012,La Silla Observatory
HD 219134,Radial Velocity,2015,Roque de los Muchachos Observatory
HD 219134,Radial Velocity,2015,Roque de los Muchachos Observatory
HD 219134,Radial Velocity,2015,Roque de los Muchachos Observatory
HD 219134,Radial Velocity,2015,Roque de los Muchachos Observatory
HD 219134,Radial Velocity,2015,Roque de los Muchachos Observatory
HD 219134,Radial Velocity,2015,Roque de los Muchachos Observatory
HD 219134,Radial Velocity,2015,Roque de los Muchachos Observatory
HD 219134,Radial Velocity,2015,Roque de los Muchachos Observatory
HD 219134,Radial Velocity,2015,Roque de los Muchachos Observatory
HD 219134,Radial Velocity,2015,Roque de los Muchachos Observatory
HD 219134,Radial Velocity,2015,Roque de los Muchachos Observatory
HD 219134,Radial Velocity,2015,Roque de los Muchachos Observatory
HD 219134,Radial Velocity,2015,Roque de los Muchachos Observatory
HD 219134,Radial Velocity,2015,Roque de los Muchachos Observatory
HD 219134,Radial Velocity,2015,Roque de los Muchachos Observatory
HD 219134,Radial Velocity,2015,Roque de los Muchachos Observatory
HD 219134,Radial Velocity,2015,Multiple Observatories
HD 219134,Radial Velocity,2015,Multiple Observatories
HD 219134,Radial Velocity,2015,Multiple Observatories
HD 219134,Radial Velocity,2015,Multiple Observatories
HD 219134,Radial Velocity,2015,Roque de los Muchachos Observatory
HD 219134,Radial Velocity,2015,Roque de los Muchachos Observatory
HD 219134,Radial Velocity,2015,Roque de los Muchachos Observatory
HD 219134,Radial Velocity,2015,Roque de los Muchachos Observatory
HD 219139,Radial Velocity,2021,Okayama Astrophysical Observatory
HD 219415,Radial Velocity,2012,McDonald Observatory
HD 219666,Transit,2018,Transiting Exoplanet Survey Satellite (TESS)
HD 219666,Transit,2018,Transiting Exoplanet Survey Satellite (TESS)
HD 219666,Transit,2018,Transiting Exoplanet Survey Satellite (TESS)
HD 219666,Transit,2018,Transiting Exoplanet Survey Satellite (TESS)
HD 219828,Radial Velocity,2007,La Silla Observatory
HD 219828,Radial Velocity,2007,La Silla Observatory
HD 219828,Radial Velocity,2007,La Silla Observatory
HD 219828,Radial Velocity,2007,La Silla Observatory
HD 219828,Radial Velocity,2007,La Silla Observatory
HD 219828,Radial Velocity,2016,Multiple Facilities
HD 219828,Radial Velocity,2016,Multiple Facilities
HD 219828,Radial Velocity,2016,Multiple Facilities
HD 220074,Radial Velocity,2012,Bohyunsan Optical Astronomical Observatory
HD 220074,Radial Velocity,2012,Bohyunsan Optical Astronomical Observatory
HD 220197,Radial Velocity,2018,Roque de los Muchachos Observatory
HD 220689,Radial Velocity,2012,La Silla Observatory
HD 220689,Radial Velocity,2012,La Silla Observatory
HD 220689,Radial Velocity,2012,La Silla Observatory
HD 220773,Radial Velocity,2011,McDonald Observatory
HD 220842,Radial Velocity,2016,Haute-Provence Observatory
HD 221287,Radial Velocity,2007,La Silla Observatory
HD 221416,Transit,2019,Transiting Exoplanet Survey Satellite (TESS)
HD 221416,Transit,2019,Transiting Exoplanet Survey Satellite (TESS)
HD 221416,Transit,2019,Transiting Exoplanet Survey Satellite (TESS)
HD 221420,Radial Velocity,2019,Anglo-Australian Telescope
HD 221420,Radial Velocity,2019,Anglo-Australian Telescope
HD 221420,Radial Velocity,2019,Anglo-Australian Telescope
HD 221420,Radial Velocity,2019,Anglo-Australian Telescope
HD 221585,Radial Velocity,2016,Haute-Provence Observatory
HD 222076,Radial Velocity,2016,Multiple Observatories
HD 222155,Radial Velocity,2011,Haute-Provence Observatory
HD 222155,Radial Velocity,2011,Haute-Provence Observatory
HD 222155,Radial Velocity,2011,Haute-Provence Observatory
HD 222582,Radial Velocity,1999,W. M. Keck Observatory
HD 222582,Radial Velocity,1999,W. M. Keck Observatory
HD 222582,Radial Velocity,1999,W. M. Keck Observatory
HD 222582,Radial Velocity,1999,W. M. Keck Observatory
HD 224538,Radial Velocity,2016,Multiple Observatories
HD 224538,Radial Velocity,2016,Multiple Observatories
HD 224538,Radial Velocity,2016,Multiple Observatories
HD 224693,Radial Velocity,2006,W. M. Keck Observatory
HD 224693,Radial Velocity,2006,W. M. Keck Observatory
HD 22496,Radial Velocity,2021,Paranal Observatory
HD 22532,Radial Velocity,2022,La Silla Observatory
HD 22781,Radial Velocity,2011,Haute-Provence Observatory
HD 22946,Transit,2023,Transiting Exoplanet Survey Satellite (TESS)
HD 23079,Radial Velocity,2001,Anglo-Australian Telescope
HD 23079,Radial Velocity,2001,Anglo-Australian Telescope
HD 23079,Radial Velocity,2001,Anglo-Australian Telescope
HD 23127,Radial Velocity,2006,Anglo-Australian Telescope
HD 23127,Radial Velocity,2006,Anglo-Australian Telescope
HD 23127,Radial Velocity,2006,Anglo-Australian Telescope
HD 231701,Radial Velocity,2007,W. M. Keck Observatory
HD 231701,Radial Velocity,2007,W. M. Keck Observatory
HD 231701,Radial Velocity,2007,W. M. Keck Observatory
HD 233604,Radial Velocity,2013,McDonald Observatory
HD 233832,Radial Velocity,2018,Roque de los Muchachos Observatory
HD 233832,Radial Velocity,2018,Roque de los Muchachos Observatory
HD 23472,Transit,2019,Transiting Exoplanet Survey Satellite (TESS)
HD 23472,Transit,2019,Transiting Exoplanet Survey Satellite (TESS)
HD 23472,Transit,2019,Transiting Exoplanet Survey Satellite (TESS)
HD 23472,Transit,2019,Transiting Exoplanet Survey Satellite (TESS)
HD 23472,Transit,2019,Transiting Exoplanet Survey Satellite (TESS)
HD 23472,Transit,2019,Transiting Exoplanet Survey Satellite (TESS)
HD 23472,Transit,2022,Transiting Exoplanet Survey Satellite (TESS)
HD 23472,Transit,2022,Transiting Exoplanet Survey Satellite (TESS)
HD 23472,Transit,2022,Transiting Exoplanet Survey Satellite (TESS)
HD 23472,Transit,2022,Transiting Exoplanet Survey Satellite (TESS)
HD 23472,Transit,2022,Transiting Exoplanet Survey Satellite (TESS)
HD 23472,Transit,2022,Transiting Exoplanet Survey Satellite (TESS)
HD 235088,Transit,2023,Transiting Exoplanet Survey Satellite (TESS)
HD 235088,Transit,2023,Transiting Exoplanet Survey Satellite (TESS)
HD 23596,Radial Velocity,2003,Haute-Provence Observatory
HD 23596,Radial Velocity,2003,Haute-Provence Observatory
HD 23596,Radial Velocity,2003,Haute-Provence Observatory
HD 23596,Radial Velocity,2003,Haute-Provence Observatory
HD 23596,Radial Velocity,2003,Haute-Provence Observatory
HD 238090,Radial Velocity,2020,Multiple Observatories
HD 238914,Radial Velocity,2018,Multiple Observatories
HD 240210,Radial Velocity,2009,McDonald Observatory
HD 240237,Radial Velocity,2011,McDonald Observatory
HD 240237,Radial Velocity,2011,McDonald Observatory
HD 24040,Radial Velocity,2006,W. M. Keck Observatory
HD 24040,Radial Velocity,2006,W. M. Keck Observatory
HD 24040,Radial Velocity,2006,W. M. Keck Observatory
HD 24040,Radial Velocity,2006,W. M. Keck Observatory
HD 24040,Radial Velocity,2006,W. M. Keck Observatory
HD 24040,Radial Velocity,2021,Multiple Observatories
HD 24064,Radial Velocity,2015,Bohyunsan Optical Astronomical Observatory
HD 24064,Radial Velocity,2015,Bohyunsan Optical Astronomical Observatory
HD 24085,Radial Velocity,2019,Las Campanas Observatory
HD 25015,Radial Velocity,2019,La Silla Observatory
HD 25015,Radial Velocity,2019,La Silla Observatory
HD 25015,Radial Velocity,2019,La Silla Observatory
HD 25171,Radial Velocity,2010,La Silla Observatory
